Scan_Point	Freq (Hz)	Pout (DBM)
246	5723000000	-71.7563
247	5723000000	-71.3457
248	5723000000	-70.9184
249	5723000000	-70.4941
250	5723000000	-70.1368
251	5723000000	-69.8323
252	5723000000	-69.5009
253	5723000000	-69.1066
254	5723000000	-68.7981
255	5723000000	-68.5104
256	5723000000	-68.1611
257	5723000000	-67.9005
258	5723000000	-67.6144
259	5723000000	-67.3232
260	5723000000	-67.0946
261	5723000000	-66.8591
262	5723000000	-66.6263
263	5723000000	-66.4039
264	5723000000	-66.1833
265	5723000000	-65.9827
266	5723000000	-65.7651
267	5723000000	-65.5534
268	5723000000	-65.3491
269	5723000000	-65.162
270	5723000000	-64.904
271	5723000000	-64.7052
272	5723000000	-64.4783
273	5723000000	-64.2856
274	5723000000	-64.0304
275	5723000000	-63.7886
276	5723000000	-63.5561
277	5723000000	-63.2898
278	5723000000	-63.079
279	5723000000	-62.8325
280	5723000000	-62.5777
281	5723000000	-62.3314
282	5723000000	-62.0879
283	5723000000	-61.8414
284	5723000000	-61.6188
285	5723000000	-61.3979
286	5723000000	-61.1548
287	5723000000	-60.9129
288	5723000000	-60.7038
289	5723000000	-60.486
290	5723000000	-60.2894
291	5723000000	-60.0733
292	5723000000	-59.8776
293	5723000000	-59.6735
294	5723000000	-59.4882
295	5723000000	-59.3061
296	5723000000	-59.1201
297	5723000000	-58.9437
298	5723000000	-58.7555
299	5723000000	-58.5814
300	5723000000	-58.4093
301	5723000000	-58.2445
302	5723000000	-58.0706
303	5723000000	-57.9015
304	5723000000	-57.7444
305	5723000000	-57.5651
306	5723000000	-57.4087
307	5723000000	-57.2532
308	5723000000	-57.0873
309	5723000000	-56.9345
310	5723000000	-56.7736
311	5723000000	-56.6287
312	5723000000	-56.4748
313	5723000000	-56.3303
314	5723000000	-56.1839
315	5723000000	-56.0412
316	5723000000	-55.9009
317	5723000000	-55.7716
318	5723000000	-55.6285
319	5723000000	-55.5043
320	5723000000	-55.3761
321	5723000000	-55.2516
322	5723000000	-55.1351
323	5723000000	-55.0247
324	5723000000	-54.9031
325	5723000000	-54.7963
326	5723000000	-54.692
327	5723000000	-54.594
328	5723000000	-54.4966
329	5723000000	-54.4083
330	5723000000	-54.3095
331	5723000000	-54.2317
332	5723000000	-54.1407
333	5723000000	-54.077
334	5723000000	-53.9953
335	5723000000	-53.9195
336	5723000000	-53.851
337	5723000000	-53.7841
338	5723000000	-53.7129
339	5723000000	-53.6471
340	5723000000	-53.5971
341	5723000000	-53.5468
342	5723000000	-53.4921
343	5723000000	-53.4404
344	5723000000	-53.3933
345	5723000000	-53.3457
346	5723000000	-53.3022
347	5723000000	-53.2634
348	5723000000	-53.2237
349	5723000000	-53.1854
350	5723000000	-53.1525
351	5723000000	-53.1302
352	5723000000	-53.101
353	5723000000	-53.0725
354	5723000000	-53.0527
355	5723000000	-53.0369
356	5723000000	-53.0149
357	5723000000	-53.0022
358	5723000000	-52.9924
359	5723000000	-52.9797
360	5723000000	-52.981
361	5723000000	-52.9768
