Scan_Point	Freq (Hz)	Pout (DBM)
1	6000000000	-73.8318
2	6000000000	-73.7846
3	6000000000	-73.7632
4	6000000000	-73.8325
5	6000000000	-73.7799
6	6000000000	-73.7295
7	6000000000	-73.7526
8	6000000000	-73.7155
9	6000000000	-73.7116
10	6000000000	-73.6997
11	6000000000	-73.7334
12	6000000000	-73.7202
13	6000000000	-73.7514
14	6000000000	-73.746
15	6000000000	-73.7225
16	6000000000	-73.7732
17	6000000000	-73.8632
18	6000000000	-73.8161
19	6000000000	-73.8094
20	6000000000	-73.85
21	6000000000	-73.883
22	6000000000	-73.9072
23	6000000000	-73.9878
24	6000000000	-74.0093
25	6000000000	-74.0013
26	6000000000	-74.0782
27	6000000000	-74.077
28	6000000000	-74.1092
29	6000000000	-74.218
30	6000000000	-74.2131
31	6000000000	-74.1993
32	6000000000	-74.3355
33	6000000000	-74.3923
34	6000000000	-74.4499
35	6000000000	-74.403
36	6000000000	-74.4737
37	6000000000	-74.5834
38	6000000000	-74.5889
39	6000000000	-74.5386
40	6000000000	-74.79
41	6000000000	-74.6444
42	6000000000	-74.7801
43	6000000000	-74.8584
44	6000000000	-74.8334
45	6000000000	-74.9042
46	6000000000	-74.8339
47	6000000000	-74.8738
48	6000000000	-74.921
49	6000000000	-74.9144
50	6000000000	-74.917
51	6000000000	-74.9391
52	6000000000	-74.9005
53	6000000000	-74.909
54	6000000000	-74.8524
55	6000000000	-74.9249
56	6000000000	-74.9313
57	6000000000	-74.9732
58	6000000000	-75.0542
59	6000000000	-75.0333
60	6000000000	-74.9398
61	6000000000	-74.8511
62	6000000000	-74.921
63	6000000000	-74.956
64	6000000000	-74.9344
65	6000000000	-74.9544
66	6000000000	-74.8002
67	6000000000	-74.8728
68	6000000000	-74.8532
69	6000000000	-74.8466
70	6000000000	-74.7544
71	6000000000	-74.7519
72	6000000000	-74.7351
73	6000000000	-74.7397
74	6000000000	-74.7152
75	6000000000	-74.7194
76	6000000000	-74.6948
77	6000000000	-74.6143
78	6000000000	-74.6817
79	6000000000	-74.5772
80	6000000000	-74.673
81	6000000000	-74.6089
82	6000000000	-74.6438
83	6000000000	-74.6444
84	6000000000	-74.6448
85	6000000000	-74.6595
86	6000000000	-74.689
87	6000000000	-74.6537
88	6000000000	-74.6251
89	6000000000	-74.669
90	6000000000	-74.6996
91	6000000000	-74.6635
92	6000000000	-74.7125
93	6000000000	-74.7357
94	6000000000	-74.819
95	6000000000	-74.7674
96	6000000000	-74.8562
97	6000000000	-74.8711
98	6000000000	-74.8625
99	6000000000	-75.0381
100	6000000000	-75.0379
101	6000000000	-75.1274
102	6000000000	-75.1984
103	6000000000	-75.1827
104	6000000000	-75.2376
105	6000000000	-75.2673
106	6000000000	-75.3282
107	6000000000	-75.4406
108	6000000000	-75.5451
109	6000000000	-75.6381
110	6000000000	-75.5909
111	6000000000	-75.8148
112	6000000000	-75.7851
113	6000000000	-75.9639
114	6000000000	-75.9976
115	6000000000	-76.1046
116	6000000000	-76.17
117	6000000000	-76.2959
118	6000000000	-76.41
119	6000000000	-76.5338
120	6000000000	-76.6158
121	6000000000	-76.815
122	6000000000	-76.8498
123	6000000000	-76.9534
124	6000000000	-77.0637
125	6000000000	-77.2247
126	6000000000	-77.399
127	6000000000	-77.4838
128	6000000000	-77.4692
129	6000000000	-77.5602
130	6000000000	-77.7044
131	6000000000	-77.9818
132	6000000000	-78.0345
133	6000000000	-78.2205
134	6000000000	-78.3344
135	6000000000	-78.5379
136	6000000000	-78.7522
137	6000000000	-78.8128
138	6000000000	-78.9225
139	6000000000	-79.0734
140	6000000000	-79.2682
141	6000000000	-79.4172
142	6000000000	-79.6115
143	6000000000	-79.6269
144	6000000000	-80.088
145	6000000000	-80.0998
146	6000000000	-80.3636
147	6000000000	-80.6176
148	6000000000	-80.8759
149	6000000000	-80.8754
150	6000000000	-81.1327
151	6000000000	-81.2541
152	6000000000	-81.5142
153	6000000000	-81.7434
154	6000000000	-81.9625
155	6000000000	-82.0853
156	6000000000	-82.4501
157	6000000000	-82.7349
158	6000000000	-83.1305
159	6000000000	-83.0241
160	6000000000	-83.6313
161	6000000000	-83.8071
162	6000000000	-84.0938
163	6000000000	-84.3313
164	6000000000	-84.7628
165	6000000000	-84.9158
