Scan_Point	Freq (Hz)	Pout (DBM)
1	1800000000	-51.7033
2	1800000000	-51.7113
3	1800000000	-51.7162
4	1800000000	-51.7256
5	1800000000	-51.7199
6	1800000000	-51.7171
7	1800000000	-51.722
8	1800000000	-51.7316
9	1800000000	-51.7355
10	1800000000	-51.7334
11	1800000000	-51.7448
12	1800000000	-51.7517
13	1800000000	-51.7518
14	1800000000	-51.7715
15	1800000000	-51.777
16	1800000000	-51.7933
17	1800000000	-51.8039
18	1800000000	-51.8225
19	1800000000	-51.8326
20	1800000000	-51.85
21	1800000000	-51.8596
22	1800000000	-51.8755
23	1800000000	-51.8921
24	1800000000	-51.908
25	1800000000	-51.9343
26	1800000000	-51.9632
27	1800000000	-51.9792
28	1800000000	-51.999
29	1800000000	-52.0282
30	1800000000	-52.0535
31	1800000000	-52.0744
32	1800000000	-52.0972
33	1800000000	-52.1353
34	1800000000	-52.1593
35	1800000000	-52.1973
36	1800000000	-52.2192
37	1800000000	-52.253
38	1800000000	-52.2897
39	1800000000	-52.3251
40	1800000000	-52.3652
41	1800000000	-52.3863
42	1800000000	-52.4342
43	1800000000	-52.4764
44	1800000000	-52.5128
45	1800000000	-52.5492
46	1800000000	-52.602
47	1800000000	-52.637
48	1800000000	-52.6887
49	1800000000	-52.7325
50	1800000000	-52.7788
51	1800000000	-52.8221
52	1800000000	-52.8721
53	1800000000	-52.9232
54	1800000000	-52.9761
55	1800000000	-53.0237
56	1800000000	-53.0741
57	1800000000	-53.1396
58	1800000000	-53.1922
59	1800000000	-53.2391
60	1800000000	-53.3002
61	1800000000	-53.3647
62	1800000000	-53.4267
63	1800000000	-53.4904
64	1800000000	-53.5521
65	1800000000	-53.6211
66	1800000000	-53.678
67	1800000000	-53.748
68	1800000000	-53.8153
69	1800000000	-53.885
70	1800000000	-53.9567
71	1800000000	-54.0212
72	1800000000	-54.0955
73	1800000000	-54.1809
74	1800000000	-54.2461
75	1800000000	-54.3157
76	1800000000	-54.3986
77	1800000000	-54.4822
78	1800000000	-54.5544
79	1800000000	-54.6383
80	1800000000	-54.7306
