Scan_Point	Freq (Hz)	Pout (DBM)
246	6000000000	-68.0823
247	6000000000	-68.2307
248	6000000000	-68.2667
249	6000000000	-68.3892
250	6000000000	-68.4917
251	6000000000	-68.6069
252	6000000000	-68.7284
253	6000000000	-68.8466
254	6000000000	-68.931
255	6000000000	-69.0344
256	6000000000	-69.1531
257	6000000000	-69.3
258	6000000000	-69.4307
259	6000000000	-69.5392
260	6000000000	-69.6572
261	6000000000	-69.8228
262	6000000000	-69.8815
263	6000000000	-70.0402
264	6000000000	-70.1942
265	6000000000	-70.3554
266	6000000000	-70.4811
267	6000000000	-70.5504
268	6000000000	-70.7709
269	6000000000	-70.9244
270	6000000000	-71.0573
271	6000000000	-71.2436
272	6000000000	-71.3987
273	6000000000	-71.516
274	6000000000	-71.7087
275	6000000000	-71.8767
276	6000000000	-72.038
277	6000000000	-72.2086
278	6000000000	-72.3989
279	6000000000	-72.5566
280	6000000000	-72.8616
281	6000000000	-72.9964
282	6000000000	-73.198
283	6000000000	-73.4529
284	6000000000	-73.6659
285	6000000000	-73.9211
286	6000000000	-74.132
287	6000000000	-74.3787
288	6000000000	-74.6341
289	6000000000	-74.9249
290	6000000000	-75.2655
291	6000000000	-75.517
292	6000000000	-75.8201
293	6000000000	-76.1457
294	6000000000	-76.4623
295	6000000000	-76.7447
296	6000000000	-77.2142
297	6000000000	-77.3484
298	6000000000	-77.6528
299	6000000000	-78.0696
300	6000000000	-78.2055
301	6000000000	-78.3343
302	6000000000	-78.5643
303	6000000000	-78.6958
304	6000000000	-78.7053
305	6000000000	-78.7424
306	6000000000	-78.761
307	6000000000	-78.4647
308	6000000000	-78.4467
309	6000000000	-77.9429
310	6000000000	-77.7894
311	6000000000	-77.6226
312	6000000000	-77.2691
313	6000000000	-76.9203
314	6000000000	-76.7355
315	6000000000	-76.2587
316	6000000000	-75.9502
317	6000000000	-75.7242
318	6000000000	-75.3154
319	6000000000	-75.0027
320	6000000000	-74.6841
321	6000000000	-74.4373
322	6000000000	-74.1254
323	6000000000	-73.9753
324	6000000000	-73.7064
325	6000000000	-73.4157
326	6000000000	-73.2325
327	6000000000	-73.0064
328	6000000000	-72.7818
329	6000000000	-72.6153
330	6000000000	-72.4456
331	6000000000	-72.2236
332	6000000000	-72.0908
333	6000000000	-71.97
334	6000000000	-71.7955
335	6000000000	-71.7031
336	6000000000	-71.5862
337	6000000000	-71.4821
338	6000000000	-71.4304
339	6000000000	-71.3305
340	6000000000	-71.2337
341	6000000000	-71.1439
342	6000000000	-71.0816
343	6000000000	-71.0636
344	6000000000	-71.0229
345	6000000000	-70.9036
346	6000000000	-70.9494
347	6000000000	-70.8531
348	6000000000	-70.8617
349	6000000000	-70.8742
350	6000000000	-70.8616
351	6000000000	-70.8849
352	6000000000	-70.9255
